batch_id,start_id,end_id,n_examples,primary_variable_id,primary_variable,construction_index,construction_family,repetition,language,language_name,domains,short_count,medium_count,long_count
210,10451,10500,50,34,topic_comment_structure,1,topic_particle,4,en,English,health;news_public_affairs;family_relationships,15,25,10
211,10501,10550,50,37,social_deixis_honorifics_status_encoding,3,honorific_verb_or_morphology,2,ko,Korean,news_public_affairs;family_relationships;science_technology,15,25,10
212,10551,10600,50,40,orthographic_and_tokenization_interface,2,apostrophe_or_clitic_orthography,12,de,German,daily_life;education;food_household,15,25,10
213,10601,10650,50,33,discourse_relation_marking,1,causal_relation,5,tr,Turkish,education;food_household;sports_recreation,15,25,10
214,10651,10700,50,15,number_marking,5,number_agreement,6,en,English,sports_recreation;workplace;travel_transport,15,25,10
215,10701,10750,50,5,morphosyntactic_alignment,1,transitive_agent_patient_alignment,10,ru,Russian,social_interaction;health;news_public_affairs,15,25,10
216,10751,10800,50,17,animacy_and_humanness,4,animacy_sensitive_case_or_order,3,hi,Hindi,food_household;sports_recreation;workplace,15,25,10
217,10801,10850,50,34,topic_comment_structure,5,contrastive_topic,5,fr,French,news_public_affairs;family_relationships;science_technology,15,25,10
218,10851,10900,50,20,pronoun_richness_and_reduction,2,null_or_reduced_pronoun,14,tr,Turkish,daily_life;education;food_household,15,25,10
219,10901,10950,50,2,basic_constituent_order,5,topicalized_argument_order,3,tr,Turkish,news_public_affairs;family_relationships;science_technology,15,25,10
220,10951,11000,50,17,animacy_and_humanness,3,animacy_sensitive_object_marking,3,hi,Hindi,science_technology;nature_environment;daily_life,15,25,10
221,11001,11050,50,33,discourse_relation_marking,4,temporal_sequence_relation,10,tr,Turkish,sports_recreation;workplace;travel_transport,15,25,10
222,11051,11100,50,23,aspect_and_event_structure,2,perfective_completed_event,11,ru,Russian,health;news_public_affairs;family_relationships,15,25,10
223,11101,11150,50,33,discourse_relation_marking,2,contrastive_relation,9,es,Spanish,family_relationships;science_technology;nature_environment,15,25,10
224,11151,11200,50,24,modality_and_mood,3,deontic_obligation,4,de,German,travel_transport;arts_culture;social_interaction,15,25,10
225,11201,11250,50,21,possession_and_alienability,3,owned_object_possession,5,hi,Hindi,education;food_household;sports_recreation,15,25,10
226,11251,11300,50,4,case_marking,3,genitive_possession,4,de,German,news_public_affairs;family_relationships;science_technology,15,25,10
227,11301,11350,50,13,redundancy_cumulative_exponence,4,negative_concord,3,fr,French,health;news_public_affairs;family_relationships,15,25,10
228,11351,11400,50,29,quantifier_scope_and_distributivity,4,negation_quantifier_scope,14,fr,French,education;food_household;sports_recreation,15,25,10
229,11401,11450,50,25,epistemic_modality,5,epistemic_auxiliary_or_particle,7,de,German,nature_environment;daily_life;education,15,25,10
230,11451,11500,50,21,possession_and_alienability,4,genitive_or_possessive_marker,3,es,Spanish,news_public_affairs;family_relationships;science_technology,15,25,10
231,11501,11550,50,21,possession_and_alienability,4,genitive_or_possessive_marker,4,ru,Russian,social_interaction;health;news_public_affairs,15,25,10
232,11551,11600,50,9,analytic_vs_synthetic_encoding,2,synthetic_inflection,2,tr,Turkish,health;news_public_affairs;family_relationships,15,25,10
233,11601,11650,50,2,basic_constituent_order,3,verb_final_order,10,ja,Japanese,daily_life;education;food_household,15,25,10
234,11651,11700,50,18,person_marking_and_person_hierarchy,1,first_second_third_person_agreement,1,es,Spanish,nature_environment;daily_life;education,15,25,10
235,11701,11750,50,7,voice_and_agent_prominence,2,agentless_passive,11,en,English,arts_culture;social_interaction;health,15,25,10
236,11751,11800,50,20,pronoun_richness_and_reduction,3,clitic_pronoun,1,es,Spanish,workplace;travel_transport;arts_culture,15,25,10
237,11801,11850,50,25,epistemic_modality,3,inferential_epistemic,12,de,German,social_interaction;health;news_public_affairs,15,25,10
238,11851,11900,50,39,deixis_and_perspective_anchoring,1,proximal_distal_demonstrative,11,en,English,arts_culture;social_interaction;health,15,25,10
239,11901,11950,50,31,subordination_and_embedding,3,adverbial_subordinate_clause,5,ja,Japanese,nature_environment;daily_life;education,15,25,10
240,11951,12000,50,9,analytic_vs_synthetic_encoding,4,morphologically_bundled_case_possession,15,fi,Finnish,sports_recreation;workplace;travel_transport,15,25,10
241,12001,12050,50,28,negation_and_polarity_structure,1,sentential_negation,7,es,Spanish,science_technology;nature_environment;daily_life,15,25,10
242,12051,12100,50,15,number_marking,1,singular_plural_nominal,9,tr,Turkish,social_interaction;health;news_public_affairs,15,25,10
243,12101,12150,50,38,speech_act_force_and_request_directness,1,direct_imperative_request,8,es,Spanish,social_interaction;health;news_public_affairs,15,25,10
244,12151,12200,50,9,analytic_vs_synthetic_encoding,1,analytic_tense_aspect,4,es,Spanish,daily_life;education;food_household,15,25,10
245,12201,12250,50,40,orthographic_and_tokenization_interface,2,apostrophe_or_clitic_orthography,11,en,English,food_household;sports_recreation;workplace,15,25,10
246,12251,12300,50,7,voice_and_agent_prominence,4,impersonal_passive,13,es,Spanish,family_relationships;science_technology;nature_environment,15,25,10
247,12301,12350,50,2,basic_constituent_order,2,object_fronting,8,tr,Turkish,daily_life;education;food_household,15,25,10
248,12351,12400,50,6,transitivity_valency,5,valency_reduction_or_argument_omission,7,es,Spanish,health;news_public_affairs;family_relationships,15,25,10
249,12401,12450,50,15,number_marking,3,numeral_plus_number_morphology,15,hi,Hindi,sports_recreation;workplace;travel_transport,15,25,10
250,12451,12500,50,10,morphological_segmentation_type,4,productive_compounding,4,es,Spanish,workplace;travel_transport;arts_culture,15,25,10
251,12501,12550,50,20,pronoun_richness_and_reduction,4,weak_vs_strong_pronoun,3,fr,French,workplace;travel_transport;arts_culture,15,25,10
252,12551,12600,50,29,quantifier_scope_and_distributivity,3,collective_all,2,de,German,health;news_public_affairs;family_relationships,15,25,10
253,12601,12650,50,32,quotation_and_reported_speech_structure,4,reported_question,1,en,English,sports_recreation;workplace;travel_transport,15,25,10
254,12651,12700,50,19,inclusive_exclusive_distinction,5,inclusive_exclusive_planning_or_command_context,10,id,Indonesian,food_household;sports_recreation;workplace,15,25,10
255,12701,12750,50,14,definiteness_and_specificity,4,specific_indefinite_reference,1,en,English,workplace;travel_transport;arts_culture,15,25,10
256,12751,12800,50,12,optionality_vs_obligatoriness_of_marking,3,optional_complementizer_context,6,en,English,arts_culture;social_interaction;health,15,25,10
257,12801,12850,50,39,deixis_and_perspective_anchoring,5,perspective_shift_in_report_or_narration,6,en,English,arts_culture;social_interaction;health,15,25,10
258,12851,12900,50,26,evidentiality,5,hearsay_or_attributed_evidence,8,en,English,food_household;sports_recreation;workplace,15,25,10
259,12901,12950,50,17,animacy_and_humanness,1,animate_inanimate_object_contrast,5,tr,Turkish,nature_environment;daily_life;education,15,25,10
260,12951,13000,50,29,quantifier_scope_and_distributivity,5,numeral_or_indefinite_distributivity,15,ru,Russian,sports_recreation;workplace;travel_transport,15,25,10
261,13001,13050,50,1,subject_expression_pro_drop,2,discourse_recoverable_subject_omission,3,it,Italian,travel_transport;arts_culture;social_interaction,15,25,10
262,13051,13100,50,19,inclusive_exclusive_distinction,2,exclusive_we_reference,4,id,Indonesian,food_household;sports_recreation;workplace,15,25,10
263,13101,13150,50,28,negation_and_polarity_structure,1,sentential_negation,9,ru,Russian,social_interaction;health;news_public_affairs,15,25,10
264,13151,13200,50,39,deixis_and_perspective_anchoring,3,come_go_motion_perspective,15,zh,Chinese,arts_culture;social_interaction;health,15,25,10
265,13201,13250,50,33,discourse_relation_marking,2,contrastive_relation,15,tr,Turkish,science_technology;nature_environment;daily_life,15,25,10
266,13251,13300,50,38,speech_act_force_and_request_directness,2,interrogative_request,12,de,German,sports_recreation;workplace;travel_transport,15,25,10
267,13301,13350,50,16,gender_noun_class,2,article_gender_agreement,13,ru,Russian,health;news_public_affairs;family_relationships,15,25,10
268,13351,13400,50,20,pronoun_richness_and_reduction,1,overt_full_pronoun,1,es,Spanish,news_public_affairs;family_relationships;science_technology,15,25,10
269,13401,13450,50,18,person_marking_and_person_hierarchy,2,clitic_person_marking,13,hi,Hindi,travel_transport;arts_culture;social_interaction,15,25,10
270,13451,13500,50,17,animacy_and_humanness,5,reflexive_or_reciprocal_humanness_context,6,es,Spanish,daily_life;education;food_household,15,25,10
271,13501,13550,50,13,redundancy_cumulative_exponence,3,gender_number_across_phrase,2,ru,Russian,arts_culture;social_interaction;health,15,25,10
272,13551,13600,50,14,definiteness_and_specificity,4,specific_indefinite_reference,11,en,English,family_relationships;science_technology;nature_environment,15,25,10
273,13601,13650,50,3,nominal_modifier_order,5,multiple_modifier_order,5,tr,Turkish,family_relationships;science_technology;nature_environment,15,25,10
274,13651,13700,50,12,optionality_vs_obligatoriness_of_marking,5,optional_particle_or_case_context,2,es,Spanish,news_public_affairs;family_relationships;science_technology,15,25,10
275,13701,13750,50,15,number_marking,2,dual_number,12,ar,Arabic,travel_transport;arts_culture;social_interaction,15,25,10
276,13751,13800,50,3,nominal_modifier_order,2,possessor_head_order,13,fr,French,health;news_public_affairs;family_relationships,15,25,10
277,13801,13850,50,14,definiteness_and_specificity,1,definite_indefinite_article,3,fr,French,education;food_household;sports_recreation,15,25,10
278,13851,13900,50,6,transitivity_valency,4,ambitransitive_alternation,1,en,English,sports_recreation;workplace;travel_transport,15,25,10
279,13901,13950,50,39,deixis_and_perspective_anchoring,2,here_there_spatial_deixis,8,es,Spanish,sports_recreation;workplace;travel_transport,15,25,10
280,13951,14000,50,10,morphological_segmentation_type,3,clitic_sequence,10,de,German,education;food_household;sports_recreation,15,25,10
281,14001,14050,50,34,topic_comment_structure,5,contrastive_topic,2,ko,Korean,food_household;sports_recreation;workplace,15,25,10
282,14051,14100,50,3,nominal_modifier_order,4,relative_clause_head_order,5,tr,Turkish,arts_culture;social_interaction;health,15,25,10
283,14101,14150,50,38,speech_act_force_and_request_directness,2,interrogative_request,10,ja,Japanese,social_interaction;health;news_public_affairs,15,25,10
284,14151,14200,50,19,inclusive_exclusive_distinction,3,inclusive_agreement_or_indexing,14,ta,Tamil,nature_environment;daily_life;education,15,25,10
285,14201,14250,50,26,evidentiality,2,grammatical_inferential,3,en,English,daily_life;education;food_household,15,25,10
286,14251,14300,50,25,epistemic_modality,1,possibility_statement,7,de,German,news_public_affairs;family_relationships;science_technology,15,25,10
287,14301,14350,50,21,possession_and_alienability,2,kinship_possession,7,fr,French,arts_culture;social_interaction;health,15,25,10
288,14351,14400,50,24,modality_and_mood,3,deontic_obligation,5,tr,Turkish,sports_recreation;workplace;travel_transport,15,25,10
289,14401,14450,50,37,social_deixis_honorifics_status_encoding,2,honorific_title_or_address,10,hi,Hindi,food_household;sports_recreation;workplace,15,25,10
290,14451,14500,50,3,nominal_modifier_order,3,numeral_head_order,13,fr,French,nature_environment;daily_life;education,15,25,10
291,14501,14550,50,2,basic_constituent_order,2,object_fronting,14,ar,Arabic,education;food_household;sports_recreation,15,25,10
292,14551,14600,50,9,analytic_vs_synthetic_encoding,3,periphrastic_modality,5,fi,Finnish,arts_culture;social_interaction;health,15,25,10
293,14601,14650,50,25,epistemic_modality,2,probability_statement,3,fr,French,health;news_public_affairs;family_relationships,15,25,10
294,14651,14700,50,27,mirativity_stance_and_affect_marking,2,exclamative_surprise,15,en,English,social_interaction;health;news_public_affairs,15,25,10
295,14701,14750,50,4,case_marking,3,genitive_possession,11,tr,Turkish,health;news_public_affairs;family_relationships,15,25,10
296,14751,14800,50,37,social_deixis_honorifics_status_encoding,5,status_conditioned_request_or_reference,2,ko,Korean,workplace;travel_transport;arts_culture,15,25,10
297,14801,14850,50,33,discourse_relation_marking,5,consequence_or_result_relation,6,en,English,food_household;sports_recreation;workplace,15,25,10
298,14851,14900,50,19,inclusive_exclusive_distinction,4,exclusive_agreement_or_indexing,10,id,Indonesian,science_technology;nature_environment;daily_life,15,25,10
299,14901,14950,50,2,basic_constituent_order,1,canonical_clause_order,14,ar,Arabic,family_relationships;science_technology;nature_environment,15,25,10
300,14951,15000,50,24,modality_and_mood,4,ability_or_possibility,4,de,German,news_public_affairs;family_relationships;science_technology,15,25,10
301,15001,15050,50,17,animacy_and_humanness,2,human_nonhuman_reference,14,ja,Japanese,science_technology;nature_environment;daily_life,15,25,10
302,15051,15100,50,31,subordination_and_embedding,4,nested_embedding,15,ja,Japanese,news_public_affairs;family_relationships;science_technology,15,25,10
303,15101,15150,50,10,morphological_segmentation_type,3,clitic_sequence,3,ru,Russian,food_household;sports_recreation;workplace,15,25,10
304,15151,15200,50,1,subject_expression_pro_drop,3,coordinated_subject_omission,1,tr,Turkish,daily_life;education;food_household,15,25,10
305,15201,15250,50,33,discourse_relation_marking,4,temporal_sequence_relation,1,en,English,health;news_public_affairs;family_relationships,15,25,10
306,15251,15300,50,35,focus_and_given_new_marking,5,wh_or_answer_focus_context,10,ja,Japanese,workplace;travel_transport;arts_culture,15,25,10
307,15301,15350,50,7,voice_and_agent_prominence,2,agentless_passive,4,tr,Turkish,social_interaction;health;news_public_affairs,15,25,10
308,15351,15400,50,34,topic_comment_structure,4,hanging_topic,15,fr,French,science_technology;nature_environment;daily_life,15,25,10
309,15401,15450,50,8,causativity_and_valency_change,4,double_or_indirect_causation,10,en,English,health;news_public_affairs;family_relationships,15,25,10
310,15451,15500,50,16,gender_noun_class,2,article_gender_agreement,1,fr,French,arts_culture;social_interaction;health,15,25,10
